Student_ID,Age,Faculty,Year_of_Study,City,Accommodation,Scholarship,Part_Time_Job,Internet_Quality,Preferred_Study_Space,Weekly_Study_Hours,Average_Sleep_Hours,Daily_Screen_Time_Hours,Exercise_Days_Per_Week,Commute_Time_Minutes,Stress_Score,Academic_Readiness_Score,Overall_Satisfaction,Monthly_Discretionary_Spending,Social_Activity_Hours_Per_Week
STU0539,17,Engineering,1,Srinagar,Shared Apartment,No,No,Poor,Library,12.8,6.9,2.3,4,35.6,5.4,61.4,3.8,8568.0,14.4
STU0540,25,Life Sciences,4,Delhi,Home,No,No,Good,Department Lab,12.7,7.3,6.5,1,19.4,4.9,70.6,3.8,5015.0,13.0
STU0541,21,Arts & Humanities,2,Pune,Home,No,No,Poor,Home,16.8,6.4,4.9,1,38.0,6.0,79.5,3.5,6796.0,11.0
STU0542,18,Life Sciences,2,Mumbai,Home,Yes,No,Excellent,Home,17.8,7.0,3.8,0,17.1,4.9,62.6,4.3,7186.0,10.1
STU0543,19,Arts & Humanities,3,Mumbai,Shared Apartment,No,Yes,Excellent,Home,4.3,6.0,3.9,7,22.3,4.0,41.9,4.0,6257.0,11.3
STU0544,22,Data Science,3,Srinagar,Shared Apartment,No,No,Average,Department Lab,18.8,7.0,6.1,2,26.5,5.1,68.0,3.7,9380.0,11.9
STU0545,22,Engineering,3,Jammu,PG,No,No,Good,Home,17.0,7.1,4.8,1,34.7,5.9,70.0,3.8,7316.0,7.5
STU0546,19,Business,2,Bengaluru,Home,No,No,Good,Library,13.6,7.6,4.0,4,22.3,4.1,72.0,4.4,5779.0,9.2
STU0547,20,Arts & Humanities,4,Srinagar,Home,No,Yes,Good,Department Lab,18.1,6.1,3.5,0,33.1,5.8,76.5,3.5,6185.0,8.1
STU0548,23,Arts & Humanities,4,Delhi,Home,No,No,Good,Department Lab,16.2,7.0,6.8,3,29.5,4.0,73.6,3.7,6285.0,13.3
STU0549,19,Data Science,1,Bengaluru,Hostel,No,Yes,Average,Home,13.1,5.9,2.6,1,10.1,5.4,68.3,4.1,4360.0,4.2
STU0550,22,Engineering,3,Chandigarh,PG,No,No,Good,Home,13.1,6.4,2.9,5,37.3,5.0,57.2,4.0,4949.0,7.8
STU0551,19,Life Sciences,3,Jammu,Home,No,No,Good,Department Lab,15.4,7.2,3.5,2,18.7,2.8,66.7,4.5,6619.0,7.4
STU0552,20,Engineering,2,Pune,Home,Yes,No,Poor,Department Lab,23.5,7.1,4.7,4,40.3,3.5,79.7,2.9,3874.0,10.6
STU0553,21,Engineering,2,Srinagar,Home,No,Yes,Average,Home,14.7,6.1,3.0,3,13.0,5.1,76.5,4.5,3584.0,11.8
STU0554,20,Data Science,4,Srinagar,Home,No,Yes,Poor,Library,13.6,7.9,2.2,0,23.1,4.7,72.1,3.9,4314.0,10.8
STU0555,18,Business,1,Bengaluru,Home,No,No,Excellent,Home,14.0,7.1,3.7,6,30.3,2.0,75.4,4.7,2462.0,5.4
STU0556,19,Life Sciences,1,Hyderabad,Hostel,No,No,Poor,Home,8.7,7.1,3.7,2,15.9,3.5,75.2,4.1,6041.0,5.4
STU0557,23,Business,3,Delhi,Shared Apartment,No,No,Average,Department Lab,18.5,6.2,6.3,2,23.7,5.4,68.9,4.3,10325.0,6.8
STU0558,22,Life Sciences,4,Srinagar,Home,No,No,Poor,Department Lab,17.1,6.2,3.6,5,23.7,2.6,71.5,3.3,5238.0,4.8
STU0559,21,Data Science,3,Pune,PG,No,Yes,Average,Home,14.4,7.7,2.1,5,39.7,4.4,61.2,4.8,8145.0,1.7
STU0560,24,Engineering,3,Srinagar,Hostel,Yes,No,Good,Home,19.5,7.0,12.0,2,18.4,6.4,87.5,3.9,6315.0,12.2
STU0561,18,Life Sciences,3,Bengaluru,Hostel,No,No,Good,Home,12.0,7.1,3.6,7,15.0,1.0,60.8,5.0,7620.0,8.1
STU0562,19,Data Science,4,Pune,Home,Yes,Yes,Excellent,Home,25.9,6.2,1.6,0,30.9,6.8,78.0,4.6,5809.0,11.7
STU0563,24,Engineering,2,Srinagar,Shared Apartment,No,No,Average,Home,16.3,6.0,4.0,4,33.9,3.5,71.4,5.0,7086.0,4.7
STU0564,20,Business,1,Jammu,Shared Apartment,Yes,No,Good,Department Lab,17.4,7.1,4.2,3,27.2,2.2,63.0,4.4,9491.0,7.6
STU0565,23,Business,3,Delhi,Hostel,No,No,Good,Home,11.1,6.1,3.3,1,7.8,3.6,67.5,3.5,9126.0,15.4
STU0566,22,Engineering,3,Bengaluru,Hostel,No,No,Average,Café,21.4,6.5,3.8,0,16.5,4.0,88.9,4.4,9563.0,13.1
STU0567,24,Data Science,4,Bengaluru,Shared Apartment,No,No,Good,Home,20.5,7.8,5.2,2,36.6,3.4,74.6,4.0,6668.0,5.6
STU0568,21,Data Science,1,Delhi,Hostel,Yes,Yes,Good,Home,17.4,6.4,6.1,2,7.5,6.2,81.2,3.7,4035.0,6.2
STU0569,20,Business,4,Bengaluru,Home,No,No,Average,Home,17.5,5.9,6.1,2,27.4,4.3,75.4,2.8,4802.0,5.2
STU0570,19,Engineering,4,Pune,PG,No,No,Good,Home,16.4,7.5,5.6,4,44.8,4.5,65.0,3.9,2925.0,10.1
STU0571,21,Arts & Humanities,3,Chandigarh,Home,Yes,No,Poor,Café,5.8,6.2,3.0,2,35.9,4.1,55.0,4.0,1772.0,4.5
STU0572,19,Arts & Humanities,3,Jammu,Home,Yes,No,Good,Library,15.2,6.2,3.7,3,22.7,3.2,64.5,3.8,5606.0,9.3
STU0573,20,Data Science,2,Delhi,Shared Apartment,Yes,No,Good,Library,27.2,5.8,3.0,3,19.4,4.8,85.9,4.8,11284.0,6.4
STU0574,24,Arts & Humanities,3,Pune,Home,No,Yes,Good,Library,9.3,7.6,7.4,5,30.6,7.6,61.7,4.0,7192.0,13.7
STU0575,20,Arts & Humanities,4,Mumbai,Home,No,Yes,Average,Home,18.2,6.8,2.1,3,27.6,7.0,67.5,3.9,3873.0,4.0
STU0576,19,Arts & Humanities,3,Jammu,Home,Yes,No,Good,Café,22.7,7.3,3.9,7,30.1,1.7,87.3,5.0,2585.0,4.2
STU0577,23,Engineering,1,Chandigarh,Hostel,No,No,Excellent,Home,9.4,6.6,6.0,2,20.9,4.5,55.8,3.5,3760.0,10.6
STU0578,20,Arts & Humanities,4,Srinagar,Shared Apartment,No,Yes,Good,Home,8.5,7.4,3.2,3,21.0,5.6,62.1,3.5,3880.0,12.2
STU0579,23,Arts & Humanities,2,Mumbai,Shared Apartment,Yes,No,Good,Home,19.7,7.9,5.1,1,7.4,4.5,72.0,3.7,11318.0,10.5
STU0580,21,Engineering,4,Jammu,Hostel,No,No,Good,Home,22.4,7.1,4.4,2,7.1,5.1,70.7,4.0,6565.0,9.7
STU0581,21,Engineering,3,Pune,PG,No,No,Poor,Home,5.7,7.3,4.0,1,44.6,5.5,50.9,3.5,14809.0,6.3
STU0582,22,Data Science,2,Mumbai,Shared Apartment,No,No,Excellent,Home,19.8,7.5,3.5,2,16.5,2.2,87.0,4.5,9521.0,13.1
STU0583,21,Business,1,Delhi,Shared Apartment,No,No,Good,Home,5.0,7.9,8.6,1,37.3,7.2,73.4,3.6,8650.0,6.5
STU0584,22,Business,3,Chandigarh,Home,Yes,No,Good,Home,17.2,5.1,5.1,4,36.3,6.1,82.4,3.7,1860.0,9.4
STU0585,24,Life Sciences,4,Srinagar,PG,No,No,Good,Department Lab,21.6,6.5,2.5,5,23.7,3.9,78.4,4.6,8084.0,7.5
STU0586,22,Arts & Humanities,2,Jammu,PG,Yes,Yes,Good,Home,16.7,7.4,4.5,5,11.7,6.1,80.7,3.8,6006.0,6.4
STU0587,19,Arts & Humanities,3,Bengaluru,Hostel,Yes,No,Good,Home,12.3,5.5,3.9,2,17.5,3.7,70.6,4.0,3411.0,4.5
STU0588,19,Data Science,1,Pune,Hostel,Yes,No,Good,Café,14.6,6.6,4.3,2,14.5,3.2,79.7,3.8,5559.0,10.9
STU0589,21,Arts & Humanities,2,Delhi,Hostel,No,No,Average,Library,14.8,6.8,4.3,1,4.7,5.5,76.4,3.5,8446.0,9.1
STU0590,22,Business,3,Mumbai,Home,Yes,No,Good,Home,11.3,6.9,3.5,5,32.5,4.2,59.3,4.1,3707.0,9.2
STU0591,20,Data Science,4,Srinagar,PG,No,No,Excellent,Café,19.1,9.0,4.7,2,14.7,4.4,73.4,4.5,11847.0,9.2
STU0592,22,Life Sciences,4,Jammu,Hostel,No,No,Good,Home,12.3,7.0,4.4,3,17.0,4.7,67.2,3.9,5150.0,10.9
STU0593,22,Data Science,3,Jammu,Hostel,Yes,Yes,Poor,Home,10.8,6.8,7.6,3,13.3,6.1,67.8,4.0,10084.0,10.1
STU0594,21,Arts & Humanities,2,Hyderabad,Hostel,No,No,Excellent,Library,17.1,5.9,3.1,0,7.9,5.1,72.6,4.0,2927.0,9.1
STU0595,21,Business,1,Bengaluru,PG,No,No,Good,Library,14.3,6.8,5.8,7,45.8,5.1,60.8,3.9,14522.0,9.8
STU0596,20,Engineering,3,Hyderabad,PG,Yes,No,Good,Home,11.7,6.7,5.5,1,21.8,4.5,60.6,4.7,8669.0,11.1
STU0597,21,Life Sciences,2,Pune,Shared Apartment,No,No,Average,Department Lab,9.4,7.2,9.9,2,36.1,7.6,75.7,3.8,5169.0,8.0
STU0598,18,Data Science,1,Pune,Hostel,No,No,Good,Café,17.3,7.0,4.1,3,11.8,5.0,59.5,4.4,7524.0,14.4
STU0599,22,Engineering,3,Hyderabad,Home,No,No,Good,Home,7.9,7.8,1.9,3,44.9,1.8,65.0,4.4,2327.0,7.2
STU0600,21,Engineering,1,Jammu,Home,No,No,Average,Library,21.0,7.7,3.0,3,15.0,4.5,85.2,3.4,3236.0,4.7
